InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573863,23333,IVORY WICKER HEART MEDIUM,24,2011-11-01 11:51:00,1.25,16825.0,United Kingdom
571190,20766,GARDEN PATH SKETCHBOOK,1,2011-10-14 11:43:00,3.75,17771.0,United Kingdom
567894,84949,SILVER HANGING T-LIGHT HOLDER,24,2011-09-22 15:54:00,1.65,16389.0,United Kingdom
555350,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-06-02 12:08:00,9.95,17652.0,United Kingdom
559202,22180,RETROSPOT LAMP,2,2011-07-07 10:40:00,9.95,13583.0,United Kingdom
548648,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-04-01 13:20:00,0.85,12949.0,United Kingdom
538296,22779,WOODEN OWLS LIGHT GARLAND ,4,2010-12-10 13:06:00,4.25,13148.0,United Kingdom
541784,22913,RED COAT RACK PARIS FASHION,3,2011-01-21 12:37:00,4.95,17277.0,United Kingdom
572884,23227,FILIGREE HEART BUTTERFLY WHITE ,24,2011-10-26 13:44:00,1.25,13924.0,United Kingdom
567929,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-22 17:31:00,4.95,12425.0,Portugal
576593,23324,RUSTIC STRAWBERRY JAM POT LARGE ,4,2011-11-15 14:48:00,2.08,15720.0,United Kingdom
553005,22917,HERB MARKER ROSEMARY,2,2011-05-12 16:29:00,0.65,14651.0,United Kingdom
560412,22386,JUMBO BAG PINK POLKADOT,4,2011-07-18 14:32:00,2.08,12748.0,United Kingdom
549734,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-04-11 17:12:00,0.42,16409.0,United Kingdom
566320,48138,DOORMAT UNION FLAG,10,2011-09-12 11:41:00,7.08,13983.0,United Kingdom
544695,22840,ROUND CAKE TIN VINTAGE RED,2,2011-02-23 09:38:00,7.95,14276.0,United Kingdom
539049,22112,CHOCOLATE HOT WATER BOTTLE,24,2010-12-15 16:21:00,4.25,15615.0,United Kingdom
558368,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-06-28 15:36:00,1.25,14329.0,United Kingdom
579465,23323,WHITE WICKER STAR ,1,2011-11-29 14:53:00,2.1,15790.0,United Kingdom
580536,22379,RECYCLING BAG RETROSPOT ,5,2011-12-04 16:07:00,2.1,12490.0,France
558862,23161,REGENCY CAKE FORK,12,2011-07-04 12:25:00,1.25,13901.0,United Kingdom
539472,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2010-12-19 14:23:00,0.85,15581.0,United Kingdom
560251,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,1,2011-07-17 12:32:00,4.95,17774.0,United Kingdom
574740,21231,SWEETHEART CERAMIC TRINKET BOX,12,2011-11-06 16:07:00,1.25,12357.0,Switzerland
573387,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,2011-10-30 14:33:00,0.83,15054.0,United Kingdom
570826,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-10-12 13:14:00,0.55,16753.0,United Kingdom
547052,22480,RED TEA TOWEL CLASSIC DESIGN,7,2011-03-20 12:07:00,1.25,18225.0,United Kingdom
575983,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,2011-11-13 13:45:00,1.25,13379.0,United Kingdom
549118,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-04-06 13:18:00,0.55,14911.0,EIRE
581425,22630,DOLLY GIRL LUNCH BOX,2,2011-12-08 15:31:00,1.95,14796.0,United Kingdom
569903,85015,SET OF 12  VINTAGE POSTCARD SET,24,2011-10-06 16:25:00,0.65,13892.0,United Kingdom
555486,84857C,PINK MONTE CARLO HANDBAG,12,2011-06-03 13:05:00,1.95,13248.0,United Kingdom
540120,85199L,LARGE HANGING IVORY & RED WOOD BIRD,36,2011-01-05 10:08:00,0.65,17675.0,United Kingdom
556257,21781,MA CAMPAGNE CUTLERY BOX,3,2011-06-09 17:47:00,14.95,17576.0,United Kingdom
565519,48187,DOORMAT NEW ENGLAND,2,2011-09-05 11:52:00,8.25,12502.0,Spain
578530,23156,SET OF 5 MINI GROCERY MAGNETS,12,2011-11-24 14:37:00,2.08,14251.0,United Kingdom
556489,22460,EMBOSSED GLASS TEALIGHT HOLDER,1,2011-06-12 13:59:00,1.25,14704.0,United Kingdom
561068,23226,FILIGREE HEART DAISY WHITE,24,2011-07-24 14:33:00,1.25,13116.0,United Kingdom
575410,22727,ALARM CLOCK BAKELIKE RED ,12,2011-11-09 15:50:00,3.75,17705.0,United Kingdom
580848,21790,VINTAGE SNAP CARDS,1,2011-12-06 11:51:00,0.85,18005.0,United Kingdom
548735,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-04-04 10:52:00,6.95,15039.0,United Kingdom
569460,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-10-04 11:33:00,1.95,13895.0,United Kingdom
567873,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-09-22 14:25:00,1.25,13055.0,United Kingdom
568161,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2011-09-25 12:31:00,2.89,15860.0,United Kingdom
571409,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-17 12:25:00,4.95,14911.0,EIRE
559510,22962,JAM JAR WITH PINK LID,12,2011-07-08 15:29:00,0.85,14961.0,United Kingdom
559505,22192,BLUE DINER WALL CLOCK,2,2011-07-08 15:16:00,8.5,16398.0,United Kingdom
547358,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-03-22 12:25:00,4.95,15998.0,United Kingdom
552441,22424,ENAMEL BREAD BIN CREAM,1,2011-05-09 12:58:00,12.75,16359.0,United Kingdom
552285,21900,"KEY FOB , SHED",1,2011-05-08 12:58:00,0.65,14684.0,United Kingdom
553220,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-16 09:57:00,0.83,13319.0,United Kingdom
548801,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-04-04 12:44:00,1.25,15289.0,United Kingdom
564172,22138,BAKING SET 9 PIECE RETROSPOT ,4,2011-08-23 14:19:00,4.95,16033.0,United Kingdom
548461,21239,PINK  POLKADOT CUP,2,2011-03-31 12:08:00,0.85,14527.0,United Kingdom
563017,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-08-11 12:48:00,0.39,13198.0,United Kingdom
543586,22090,PAPER BUNTING RETROSPOT,6,2011-02-10 11:16:00,2.95,15809.0,United Kingdom
549687,21213,PACK OF 72 SKULL CAKE CASES,24,2011-04-11 13:29:00,0.55,12363.0,Unspecified
560870,23207,LUNCH BAG ALPHABET DESIGN,20,2011-07-21 14:34:00,1.65,13157.0,United Kingdom
542618,22667,RECIPE BOX RETROSPOT ,1,2011-01-30 15:52:00,2.95,14502.0,United Kingdom
580865,22744,MAKE YOUR OWN MONSOON CARD KIT,4,2011-12-06 11:58:00,0.79,17914.0,United Kingdom
566054,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,2011-09-08 15:04:00,1.95,12592.0,Germany
548712,22557,PLASTERS IN TIN VINTAGE PAISLEY ,10,2011-04-03 14:42:00,1.65,17050.0,United Kingdom
572306,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-10-23 15:11:00,2.95,17841.0,United Kingdom
579870,23084,RABBIT NIGHT LIGHT,24,2011-11-30 16:47:00,1.79,12437.0,France
553061,22450,SILK PURSE BABUSHKA BLUE,2,2011-05-13 11:12:00,3.35,17238.0,United Kingdom
569220,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2,2011-10-02 13:26:00,2.95,16007.0,United Kingdom
577783,21519,GIN & TONIC DIET GREETING CARD ,36,2011-11-21 16:20:00,0.42,18139.0,United Kingdom
557414,22045,SPACEBOY GIFT WRAP,25,2011-06-20 11:42:00,0.42,15840.0,United Kingdom
569852,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-10-06 14:17:00,1.25,13771.0,United Kingdom
543619,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,2011-02-10 14:51:00,9.95,16842.0,United Kingdom
554933,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,2011-05-27 13:26:00,0.29,13232.0,United Kingdom
568317,21484,CHICK GREY HOT WATER BOTTLE,8,2011-09-26 13:25:00,4.25,17491.0,United Kingdom
551412,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,2011-04-28 13:31:00,2.95,15508.0,United Kingdom
542619,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-01-30 15:54:00,2.95,13869.0,United Kingdom
563214,22077,6 RIBBONS RUSTIC CHARM,1,2011-08-14 12:56:00,1.65,16370.0,United Kingdom
577738,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,36,2011-11-21 13:35:00,2.55,13739.0,United Kingdom
566427,22113,GREY HEART HOT WATER BOTTLE,3,2011-09-12 14:24:00,4.25,17433.0,United Kingdom
547801,20725,LUNCH BAG RED RETROSPOT,10,2011-03-25 12:57:00,1.65,14107.0,United Kingdom
541277,47599A,PINK PARTY BAGS,4,2011-01-17 11:46:00,2.1,12673.0,Germany
541570,47599A,PINK PARTY BAGS,100,2011-01-19 12:34:00,1.69,14646.0,Netherlands
552467,84912A,PINK ROSE WASHBAG,12,2011-05-09 15:29:00,3.75,15249.0,United Kingdom
579516,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,2011-11-29 17:52:00,2.55,17841.0,United Kingdom
542934,22631,CIRCUS PARADE LUNCH BOX ,12,2011-02-02 11:01:00,1.95,13093.0,United Kingdom
543300,22300,COFFEE MUG DOG + BALL DESIGN,12,2011-02-07 11:42:00,2.55,13334.0,United Kingdom
580633,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2011-12-05 12:28:00,2.95,17579.0,United Kingdom
580504,22466,FAIRY TALE COTTAGE NIGHT LIGHT,1,2011-12-04 13:32:00,1.95,17936.0,United Kingdom
570214,21989,PACK OF 20 SKULL PAPER NAPKINS,2,2011-10-09 11:50:00,0.85,12748.0,United Kingdom
562569,20724,RED RETROSPOT CHARLOTTE BAG,6,2011-08-07 12:05:00,0.85,17323.0,United Kingdom
566625,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2011-09-14 09:38:00,2.95,14911.0,EIRE
569905,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-10-06 16:28:00,2.95,13549.0,United Kingdom
567128,22715,CARD WEDDING DAY,12,2011-09-16 14:04:00,0.42,18055.0,United Kingdom
545184,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-02-28 15:00:00,1.25,13292.0,United Kingdom
541845,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,2011-01-23 12:41:00,3.75,15167.0,United Kingdom
575629,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-10 13:34:00,0.85,12599.0,France
550342,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-04-17 15:55:00,1.65,13018.0,United Kingdom
566010,23354,6 GIFT TAGS 50'S CHRISTMAS ,6,2011-09-08 12:05:00,0.83,13700.0,United Kingdom
547878,22151,PLACE SETTING WHITE HEART,40,2011-03-27 16:01:00,0.42,15939.0,United Kingdom
558622,47566,PARTY BUNTING,8,2011-06-30 16:51:00,4.95,16357.0,United Kingdom
543590,22030,SWALLOWS GREETING CARD,12,2011-02-10 11:44:00,0.42,17377.0,United Kingdom
561600,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2011-07-28 11:29:00,2.95,15861.0,United Kingdom
572566,22154,ANGEL DECORATION 3 BUTTONS ,48,2011-10-25 10:17:00,0.42,13050.0,United Kingdom
578517,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-11-24 13:53:00,2.95,16523.0,United Kingdom
540701,22834,HAND WARMER BABUSHKA DESIGN,24,2011-01-11 09:48:00,0.85,15640.0,United Kingdom
581538,23527,WALL ART ANIMALS AND NATURE ,1,2011-12-09 11:34:00,3.75,14446.0,United Kingdom
577697,23100,SILVER BELLS TABLE DECORATION,12,2011-11-21 12:02:00,1.25,15804.0,United Kingdom
551843,22956,36 FOIL HEART CAKE CASES,6,2011-05-04 13:57:00,2.1,16094.0,United Kingdom
543935,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-14 14:39:00,2.95,12989.0,United Kingdom
559948,21294,ETCHED GLASS COASTER,48,2011-07-14 10:41:00,0.39,12653.0,Israel
576066,21934,SKULL SHOULDER BAG,1,2011-11-13 15:44:00,1.65,16898.0,United Kingdom
555553,20676,RED RETROSPOT BOWL,8,2011-06-05 13:45:00,1.25,12662.0,Germany
577850,22186,RED STAR CARD HOLDER,12,2011-11-22 11:04:00,1.95,14911.0,EIRE
577142,23348,CHILDRENS TOY COOKING UTENSIL SET,12,2011-11-18 09:19:00,2.08,13985.0,United Kingdom
540267,22933,BAKING MOULD EASTER EGG MILK CHOC,6,2011-01-06 11:12:00,2.95,12415.0,Australia
564353,22030,SWALLOWS GREETING CARD,12,2011-08-24 15:08:00,0.42,15764.0,United Kingdom
575132,35599B,BLACK CHRISTMAS TREE 120CM,6,2011-11-08 14:44:00,1.95,18177.0,United Kingdom
567794,21931,JUMBO STORAGE BAG SUKI,20,2011-09-22 11:41:00,1.79,17581.0,United Kingdom
572125,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-10-21 08:57:00,0.42,16156.0,United Kingdom
561320,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-26 12:57:00,0.95,16942.0,United Kingdom
551868,21171,BATHROOM METAL SIGN ,12,2011-05-04 16:29:00,1.45,12540.0,Spain
558751,23207,LUNCH BAG ALPHABET DESIGN,2,2011-07-03 11:26:00,1.65,16009.0,United Kingdom
580727,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-12-05 17:17:00,2.46,14096.0,United Kingdom
577061,20961,STRAWBERRY BATH SPONGE ,10,2011-11-17 14:40:00,1.25,14911.0,EIRE
550633,82582,AREA PATROLLED METAL SIGN,1,2011-04-19 14:57:00,2.1,17449.0,United Kingdom
571477,21232,STRAWBERRY CERAMIC TRINKET BOX,36,2011-10-17 14:54:00,1.25,12794.0,Portugal
537608,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2010-12-07 13:20:00,1.65,15024.0,United Kingdom
547940,21877,HOME SWEET HOME MUG,6,2011-03-28 14:43:00,1.25,16814.0,United Kingdom
538836,21843,RED RETROSPOT CAKE STAND,1,2010-12-14 13:09:00,10.95,12748.0,United Kingdom
544067,22698,PINK REGENCY TEACUP AND SAUCER,8,2011-02-15 14:02:00,2.95,16431.0,United Kingdom
537362,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-12-06 12:34:00,7.95,17596.0,United Kingdom
545901,22659,LUNCH BOX I LOVE LONDON,1,2011-03-07 17:52:00,1.95,15834.0,United Kingdom
545661,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-03-04 14:41:00,1.25,15358.0,United Kingdom
559537,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-07-10 12:23:00,1.25,14472.0,United Kingdom
574475,22621,TRADITIONAL KNITTING NANCY,12,2011-11-04 12:18:00,1.65,14132.0,United Kingdom
577545,23191,BUNDLE OF 3 RETRO NOTE BOOKS,6,2011-11-20 14:43:00,1.65,16931.0,United Kingdom
560828,22161,HEART DECORATION RUSTIC HANGING ,64,2011-07-21 11:55:00,0.19,14298.0,United Kingdom
577741,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-21 13:40:00,3.75,12921.0,United Kingdom
580506,23247,BISCUIT TIN 50'S CHRISTMAS,12,2011-12-04 13:34:00,2.89,13319.0,United Kingdom
576899,20679,EDWARDIAN PARASOL RED,3,2011-11-17 08:49:00,5.95,14911.0,EIRE
559356,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-07 18:29:00,4.95,15416.0,United Kingdom
544292,20749,ASSORTED COLOUR MINI CASES,1,2011-02-17 12:33:00,7.95,16745.0,United Kingdom
563659,23202,JUMBO BAG VINTAGE LEAF,100,2011-08-18 11:00:00,1.75,13694.0,United Kingdom
561085,23199,JUMBO BAG APPLES,10,2011-07-25 09:26:00,2.08,14367.0,United Kingdom
557442,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-06-20 12:53:00,11.95,14808.0,United Kingdom
567939,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,2011-09-22 18:15:00,0.39,16715.0,United Kingdom
574864,22571,ROCKING HORSE RED CHRISTMAS ,11,2011-11-07 12:29:00,0.85,14387.0,United Kingdom
577728,22197,POPCORN HOLDER,100,2011-11-21 12:52:00,0.72,17811.0,United Kingdom
568066,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-23 13:48:00,0.95,14529.0,United Kingdom
571069,23210,WHITE ROCKING HORSE HAND PAINTED,6,2011-10-13 15:15:00,1.25,13668.0,United Kingdom
562708,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-08-08 14:15:00,1.25,17085.0,United Kingdom
572331,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,2011-10-24 10:18:00,0.83,16491.0,United Kingdom
537262,22834,HAND WARMER BABUSHKA DESIGN,2,2010-12-06 11:26:00,2.1,15039.0,United Kingdom
567886,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-09-22 15:18:00,1.69,12930.0,United Kingdom
563172,23295,SET OF 12 MINI LOAF BAKING CASES,16,2011-08-12 13:15:00,0.83,12399.0,Belgium
548749,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-04-04 12:29:00,0.39,13004.0,United Kingdom
574951,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-11-08 09:44:00,7.5,15763.0,United Kingdom
552469,22035,VINTAGE CARAVAN GREETING CARD ,12,2011-05-09 15:34:00,0.42,12867.0,United Kingdom
540458,22263,FELT EGG COSY LADYBIRD ,48,2011-01-07 12:28:00,0.19,12501.0,Germany
571828,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,2011-10-19 11:52:00,2.55,16440.0,United Kingdom
573485,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-10-31 11:37:00,2.95,15752.0,United Kingdom
580322,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-12-02 15:48:00,0.29,17567.0,United Kingdom
571283,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-10-16 13:51:00,2.1,16533.0,United Kingdom
541712,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12,2011-01-21 11:19:00,0.29,17890.0,United Kingdom
544476,21908,CHOCOLATE THIS WAY METAL SIGN,2,2011-02-21 09:58:00,2.1,14796.0,United Kingdom
565152,21372,MIRRORED WALL ART TABLE LAMP,2,2011-09-01 14:42:00,0.75,17799.0,United Kingdom
567635,22037,ROBOT BIRTHDAY CARD,12,2011-09-21 13:41:00,0.42,16523.0,United Kingdom
576846,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-16 15:35:00,12.75,13500.0,United Kingdom
554013,22090,PAPER BUNTING RETROSPOT,6,2011-05-20 13:13:00,2.95,13308.0,United Kingdom
549958,22273,FELTCRAFT DOLL MOLLY,1,2011-04-13 13:47:00,2.95,17589.0,United Kingdom
549274,16156L,WRAP CAROUSEL,25,2011-04-07 13:07:00,0.42,12721.0,France
573576,22940,FELTCRAFT CHRISTMAS FAIRY,2,2011-10-31 14:09:00,8.29,14096.0,United Kingdom
544467,22294,HEART FILIGREE DOVE  SMALL,1,2011-02-20 15:51:00,1.25,14502.0,United Kingdom
537843,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-08 15:16:00,9.95,15713.0,United Kingdom
576351,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-11-14 15:51:00,1.25,17235.0,United Kingdom
548003,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-03-29 10:39:00,0.42,18044.0,United Kingdom
550016,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-04-14 10:54:00,1.65,15416.0,United Kingdom
574532,22550,HOLIDAY FUN LUDO,4,2011-11-04 14:19:00,3.75,15676.0,United Kingdom
561798,84991,60 TEATIME FAIRY CAKE CASES,24,2011-07-29 13:39:00,0.55,14911.0,EIRE
553235,23084,RABBIT NIGHT LIGHT,6,2011-05-16 11:13:00,2.08,13018.0,United Kingdom
549981,21742,LARGE ROUND WICKER PLATTER ,1,2011-04-13 15:49:00,5.95,16348.0,United Kingdom
538799,21621,VINTAGE UNION JACK BUNTING,2,2010-12-14 11:48:00,8.5,15039.0,United Kingdom
558358,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-06-28 15:05:00,1.65,17965.0,United Kingdom
556809,84997D,CHILDRENS CUTLERY POLKADOT PINK,10,2011-06-14 16:48:00,4.15,17179.0,United Kingdom
567879,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-09-22 14:53:00,0.65,16161.0,United Kingdom
576076,22553,PLASTERS IN TIN SKULLS,4,2011-11-13 16:18:00,1.65,14382.0,United Kingdom
557136,85066,CREAM SWEETHEART MINI CHEST,2,2011-06-17 09:23:00,12.75,14911.0,EIRE
575484,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-09 17:02:00,3.95,16670.0,United Kingdom
542420,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,1,2011-01-27 18:05:00,2.95,17180.0,United Kingdom
574653,POST,POSTAGE,2,2011-11-06 11:30:00,18.0,12619.0,Germany
568715,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-09-28 16:07:00,0.42,17783.0,United Kingdom
570833,23201,JUMBO BAG ALPHABET,10,2011-10-12 13:30:00,2.08,14834.0,United Kingdom
567485,23131,MISTLETOE HEART WREATH CREAM,2,2011-09-20 13:52:00,4.15,15026.0,United Kingdom
572023,22654,DELUXE SEWING KIT ,1,2011-10-20 11:03:00,5.95,17764.0,United Kingdom
550331,22230,JIGSAW TREE WITH WATERING CAN,2,2011-04-17 13:43:00,0.85,15555.0,United Kingdom
574839,23527,WALL ART ANIMALS AND NATURE ,1,2011-11-07 11:40:00,3.75,15493.0,United Kingdom
555933,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-06-08 08:49:00,0.42,12567.0,France
575700,23284,DOORMAT KEEP CALM AND COME IN,4,2011-11-10 16:58:00,8.25,15111.0,United Kingdom
549309,22562,MONSTERS STENCIL CRAFT,12,2011-04-08 09:15:00,1.25,15114.0,United Kingdom
565218,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-01 17:45:00,4.95,12739.0,United Arab Emirates
579832,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-11-30 15:58:00,0.39,17434.0,United Kingdom
556494,23206,LUNCH BAG APPLE DESIGN,3,2011-06-12 14:57:00,1.65,17802.0,United Kingdom
547937,22562,MONSTERS STENCIL CRAFT,2,2011-03-28 14:27:00,1.25,15068.0,United Kingdom
558194,20996,JAZZ HEARTS ADDRESS BOOK,14,2011-06-27 12:28:00,0.19,14583.0,United Kingdom
571243,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-10-14 15:26:00,7.95,14595.0,United Kingdom
576915,23165,LARGE CERAMIC TOP STORAGE JAR,6,2011-11-17 10:21:00,1.65,17461.0,United Kingdom
579470,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-11-29 15:06:00,4.95,16549.0,United Kingdom
548988,22570,FELTCRAFT CUSHION RABBIT,8,2011-04-05 13:07:00,3.75,17618.0,United Kingdom
554818,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-05-26 14:09:00,1.06,13199.0,United Kingdom
569568,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,36,2011-10-05 09:57:00,0.42,12700.0,France
572105,22946,WOODEN ADVENT CALENDAR CREAM,24,2011-10-20 17:00:00,12.75,15187.0,United Kingdom
555092,22149,FELTCRAFT 6 FLOWER FRIENDS,3,2011-05-31 13:08:00,2.1,16483.0,United Kingdom
541813,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-01-21 15:36:00,1.25,18239.0,United Kingdom
572289,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-23 12:37:00,2.95,13782.0,United Kingdom
562849,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-10 09:52:00,1.65,16700.0,United Kingdom
561894,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-07-31 15:00:00,0.42,14456.0,United Kingdom
546764,22185,SLATE TILE NATURAL HANGING,12,2011-03-16 14:31:00,1.65,15671.0,United Kingdom
537202,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2010-12-05 14:25:00,2.1,14506.0,United Kingdom
574883,84519B,CARROT CHARLIE+LOLA COASTER SET,5,2011-11-07 13:56:00,1.25,14623.0,United Kingdom
547649,22558,CLOTHES PEGS RETROSPOT PACK 24 ,5,2011-03-24 12:02:00,1.49,18118.0,United Kingdom
537692,37448,CERAMIC CAKE DESIGN SPOTTED MUG,6,2010-12-08 10:40:00,1.49,14796.0,United Kingdom
574484,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-11-04 12:50:00,1.25,14388.0,United Kingdom
579927,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-12-01 09:20:00,3.75,12572.0,Germany
576095,23546,WRAP PAISLEY PARK ,25,2011-11-14 09:13:00,0.42,14904.0,United Kingdom
572283,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-10-23 11:42:00,1.25,15000.0,United Kingdom
563538,21131,GOLD STANDING GNOME,3,2011-08-17 11:48:00,4.25,17841.0,United Kingdom
541970,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,2011-01-24 13:48:00,1.65,15179.0,United Kingdom
540642,22467,GUMBALL COAT RACK,12,2011-01-10 13:22:00,2.55,12681.0,France
545530,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-03-03 13:45:00,2.1,17416.0,United Kingdom
562034,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-02 09:14:00,4.95,12449.0,Belgium
551002,22621,TRADITIONAL KNITTING NANCY,12,2011-04-26 09:37:00,1.65,16834.0,United Kingdom
547063,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2011-03-20 13:33:00,2.55,14769.0,United Kingdom
580647,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,6,2011-12-05 13:14:00,1.65,14083.0,United Kingdom
539663,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2010-12-21 10:26:00,4.95,17961.0,United Kingdom
538078,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2010-12-09 14:25:00,0.85,16255.0,United Kingdom
547370,22197,SMALL POPCORN HOLDER,7,2011-03-22 13:32:00,0.85,14711.0,United Kingdom
572125,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-10-21 08:57:00,3.75,16156.0,United Kingdom
539835,22650,CERAMIC PIRATE CHEST MONEY BANK,12,2010-12-22 13:39:00,1.45,16477.0,United Kingdom
537393,22837,HOT WATER BOTTLE BABUSHKA ,24,2010-12-06 13:59:00,4.65,13089.0,United Kingdom
575342,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-11-09 14:44:00,7.5,17528.0,United Kingdom
580752,23389,SPACEBOY MINI BACKPACK,4,2011-12-06 09:56:00,4.15,12478.0,Greece
578080,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-22 16:28:00,0.85,15634.0,United Kingdom
571502,21922,UNION STRIPE WITH FRINGE  HAMMOCK,4,2011-10-17 15:18:00,7.95,14422.0,United Kingdom
550775,15036,ASSORTED COLOURS SILK FAN,12,2011-04-20 13:18:00,0.83,15805.0,United Kingdom
577778,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-11-21 16:10:00,0.55,16549.0,United Kingdom
